Schüler-ID,Alter,Geschlecht,Ethnizität,Bildung_der_Eltern,Lernzeit_pro_Woche,Fehlzeiten,Nachhilfe,Unterstützung_durch_Eltern,Extracurricular,Sports,Musik,Ehrenamt,Notendurchschnitt,Note
1061,17,1,1,1,12.26340721486234,10,0,0,1,0,1,0,3.107241304073408,5.0
1062,17,0,0,1,17.376021916356407,12,0,2,0,0,1,0,2.668738450691246,4.0
1063,15,0,1,3,13.238031529438572,11,0,3,0,1,0,0,2.765761527399767,4.0
1064,15,0,0,1,8.680977369563614,8,0,2,0,1,0,0,2.6141717809235376,4.0
1065,17,0,0,2,16.388557073407302,3,1,4,0,0,0,0,1.652643256492191,2.0
1066,16,0,1,1,18.111642751462643,6,1,3,1,0,0,0,1.7381446926667095,2.0
1067,18,0,0,4,2.3951993286439444,23,0,3,0,1,0,0,3.9603761208522856,5.0
1068,15,1,0,1,10.638659551055827,28,0,0,0,1,0,0,4.972181375267532,5.0
1069,18,1,3,2,5.690239194848883,21,1,3,0,0,1,0,3.670035462123123,5.0
1070,16,1,2,1,0.941223957538948,1,0,4,0,0,1,0,1.716083478102616,2.0
1071,16,0,1,2,13.370933902279706,6,0,2,1,0,0,0,2.062545817683136,3.0
1072,16,1,1,1,17.255415549184512,28,0,3,0,0,1,1,4.261131797194739,5.0
1073,15,0,1,1,3.258053089547881,8,0,2,1,1,0,0,2.443198337166583,3.0
1074,16,0,0,3,16.24827315247801,4,1,2,0,0,0,0,1.6990714310292012,2.0
1075,15,1,0,3,17.067914670738833,14,0,3,1,0,1,0,2.799317053439439,4.0
1076,16,0,0,3,18.28680885332967,17,0,3,0,1,0,0,3.1441344268318066,5.0
1077,18,0,0,2,5.305701781721048,3,0,3,0,0,0,0,2.265598505580008,3.0
1078,18,1,1,3,18.079061303797783,18,1,1,1,1,0,0,2.8682627028127716,4.0
1079,17,1,0,0,6.413255094728645,19,0,1,0,0,0,0,4.020230089224714,5.0
1080,18,1,3,1,11.046760269110056,25,0,3,0,1,0,0,4.005674976448713,5.0
1081,17,0,3,1,1.0101494166456426,6,0,1,0,1,0,0,2.9253000232186657,4.0
1082,18,1,2,2,0.8776217673748721,25,0,2,0,0,0,0,4.499491964195344,5.0
1083,15,1,1,1,14.407464254644058,7,0,0,1,1,0,0,2.467561582412327,3.0
1084,18,0,2,1,8.88959955955582,16,0,1,0,1,0,0,3.5366219642143024,5.0
1085,17,1,0,2,5.125847507384352,12,0,3,1,1,0,0,2.657163226808145,4.0
1086,17,1,2,3,3.808269920498204,23,0,3,0,0,0,0,3.8411536655493963,5.0
1087,16,1,0,1,13.399069817184362,20,1,1,1,0,1,1,3.4762512552662677,5.0
1088,15,0,2,1,0.0080308805067974,27,0,1,0,0,1,0,5.0,5.0
1089,18,0,0,1,16.117823383937086,22,0,0,1,0,1,0,3.9413779855560125,5.0
1090,16,0,2,1,1.5849921225985764,10,0,2,0,0,1,1,2.7702598158252334,4.0
1091,18,0,3,1,3.829792298162389,26,0,1,0,0,0,1,4.805256719254485,5.0
1092,18,1,0,2,7.724727905981792,0,0,2,1,1,0,0,1.4930799286307863,1.0
1093,16,0,0,2,9.697174794322072,1,1,3,0,0,0,0,1.447713056649056,1.0
1094,16,0,3,2,7.099902316278836,16,1,3,0,1,0,0,2.76150864570977,4.0
1095,16,1,0,1,6.414243299685878,4,0,1,1,1,0,0,2.2915276561431237,3.0
1096,16,1,2,3,19.278320241463767,29,0,3,0,0,0,1,4.267091766098614,5.0
1097,16,1,1,1,12.831593624867883,29,0,4,0,0,1,0,4.034517554695469,5.0
1098,18,0,0,2,0.4686591073477641,5,0,2,0,1,0,0,2.4447671400619058,3.0
1099,16,0,0,3,8.603518168886264,25,0,2,1,0,1,1,4.255677700078764,5.0
1100,15,0,0,1,17.500173994879404,24,0,2,0,0,0,0,4.277943418604809,5.0
1101,17,1,2,1,6.029123728213359,23,1,1,1,1,0,1,3.7287704701626594,5.0
1102,16,1,0,3,1.8911268954877647,6,0,3,1,0,1,1,2.47385785857977,3.0
1103,16,0,1,1,15.167695431798355,27,0,3,1,1,0,0,4.057584604640477,5.0
1104,18,1,0,2,12.120276638721624,20,1,2,0,1,0,0,3.484360901604977,5.0
1105,16,1,1,0,11.406250156530078,29,0,3,1,0,0,0,4.351726073291808,5.0
1106,16,1,2,2,1.0715311921481585,14,0,3,0,1,1,1,2.9511499178611396,4.0
1107,16,0,3,1,2.8099801959103465,18,0,0,1,0,0,1,4.157704000742861,5.0
1108,18,1,0,0,12.450987924262275,15,0,1,0,1,0,0,3.5358120763093526,5.0
1109,16,1,2,2,4.156476829176716,24,1,3,1,1,0,0,3.512053134830201,5.0
1110,17,0,2,1,10.081401594968488,12,1,4,0,0,0,0,2.412434203629365,3.0
1111,18,0,1,1,10.89763372058787,4,1,3,0,0,0,0,1.7791930218051273,2.0
1112,17,1,3,0,5.670143805418788,2,1,4,0,0,1,0,1.4548405681996894,1.0
1113,18,1,0,1,18.968503110829857,2,0,2,0,0,0,0,1.9104010469253523,2.0
1114,16,0,0,1,16.8492821367115,18,1,1,0,1,1,0,3.080043560081792,5.0
1115,17,0,2,0,14.44747015265597,13,1,2,0,0,0,0,2.801406815413039,4.0
1116,18,1,0,3,1.5598773281881817,15,0,0,0,0,0,1,4.121787383237224,5.0
1117,15,1,2,0,2.122600386180389,21,0,3,1,0,1,0,3.659631352487593,5.0
1118,16,1,2,2,9.855626917299114,16,0,4,0,0,0,0,3.1804886642860914,5.0
1119,18,1,0,1,3.214266983819713,26,0,3,0,1,0,0,4.380649068532466,5.0
1120,15,0,2,1,19.56530927058948,3,0,2,1,0,1,1,1.380539130306484,1.0
1121,18,1,0,3,3.170404680548189,12,1,1,1,1,0,0,2.82509720379012,4.0
1122,15,1,1,1,9.74935670927948,7,1,1,0,1,1,0,2.025593985088956,3.0
1123,16,0,1,4,7.282421136830108,18,0,2,0,0,0,0,4.0192641562511975,5.0
1124,17,1,3,1,12.78772842908196,4,0,3,0,0,0,0,1.898326190984895,2.0
1125,15,0,0,2,2.5807281777884983,1,1,2,1,0,1,0,1.5017426582266795,2.0
1126,18,1,0,2,8.606328560847817,14,0,4,1,0,0,0,2.409446554947016,3.0
1127,16,1,1,3,5.494100656142873,1,0,3,1,0,0,0,1.4649962418156814,1.0
1128,15,0,2,2,17.75503049343376,10,1,1,0,1,0,0,2.1800782547068134,3.0
1129,18,0,1,2,0.8117142426939017,12,1,1,1,1,0,0,2.9834032254823386,4.0
1130,18,1,0,1,18.274549880129182,22,1,3,0,0,0,0,3.628814961108284,5.0
1131,18,1,0,1,16.65988277106001,9,0,1,0,0,0,0,2.8952044120300955,4.0
1132,15,1,0,3,5.951414328816309,2,0,3,0,0,0,0,1.969560911303477,2.0
1133,15,0,2,1,15.785813093542094,4,1,2,0,1,0,0,1.41757812768804,1.0
1134,15,1,0,1,0.6242712067749512,2,0,1,1,0,0,0,2.5734532939607546,4.0
1135,17,0,0,2,19.33731100586787,5,1,2,1,0,0,0,1.8385637297416362,2.0
1136,15,0,3,1,10.531898851795788,12,0,2,1,0,0,0,2.877361470371132,4.0
1137,15,1,0,4,6.065620521308905,9,0,3,0,1,0,0,2.795139419002683,4.0
1138,15,0,3,2,7.251664251893541,18,0,0,1,0,1,1,3.817012499501952,5.0
1139,17,1,1,2,1.3281070692099473,7,0,3,1,0,0,0,2.2612042836564,3.0
1140,15,1,2,3,19.786990280840783,17,1,3,0,0,0,0,2.7620986990173972,4.0
1141,18,1,0,0,0.7858389030138491,2,0,3,1,0,0,0,1.860518453619612,2.0
1142,15,1,0,1,13.09814246295718,23,1,0,1,1,0,0,3.953955228919903,5.0
1143,18,1,2,2,8.854718554129166,23,1,3,0,0,0,0,4.183541754786201,5.0
1144,18,0,2,1,18.978324363774306,16,0,2,1,0,1,0,2.96645537947882,4.0
1145,18,0,2,2,4.919994806135904,7,1,2,1,1,0,0,2.567921477217763,4.0
1146,17,1,0,3,10.641736478760226,9,0,3,1,0,0,0,2.3402286804720984,3.0
1147,17,1,2,2,9.64712417165506,1,1,2,1,0,0,1,1.4111120602349878,1.0
1148,17,0,2,1,14.057328881002029,11,0,3,0,1,0,0,2.6854123721889973,4.0
1149,15,0,1,4,1.3602046390484102,22,0,1,1,1,0,1,3.99277417978597,5.0
1150,18,0,2,2,3.875782600467097,5,0,3,1,0,0,0,2.1183876785394755,3.0
1151,17,0,2,2,4.291296401856997,1,0,1,0,1,1,0,2.195495071088315,3.0
1152,17,1,1,1,14.763015096833794,20,1,3,0,1,0,0,3.237078875900133,5.0
1153,15,1,0,3,3.7827739265348015,22,0,4,1,0,0,1,3.88008873704268,5.0
1154,17,0,0,2,11.469835277819534,23,0,2,0,0,0,0,3.96934249428012,5.0
1155,15,1,0,2,4.304876410019074,2,0,2,1,0,0,0,1.9243806463385664,2.0
1156,16,0,0,3,17.232499001679567,16,1,3,1,1,0,0,2.368565934875582,3.0
1157,17,1,0,1,18.84370908979277,28,0,0,0,1,1,1,4.496933092672085,5.0
1158,16,0,0,2,10.369859498844807,6,0,2,0,0,0,0,2.215762162857185,3.0
1159,15,1,0,3,7.046177684183565,28,0,2,0,0,0,0,4.752373234913437,5.0
1160,18,0,0,1,4.681155500349982,20,0,3,0,0,0,1,3.810451230381214,5.0
1161,17,0,2,2,0.9956200304608752,4,1,3,1,0,0,1,1.6240059911971603,2.0
1162,15,1,3,3,5.370001523949908,22,1,3,0,0,0,0,3.706426443554049,5.0
1163,18,0,0,2,13.084715598906358,0,1,3,0,0,1,1,1.2814130957130354,1.0
1164,18,1,3,2,10.672338626184215,7,0,3,1,0,0,0,2.329440385180171,3.0
1165,16,1,1,3,18.880825565618547,11,1,2,1,0,0,0,2.630351986550381,4.0
1166,15,0,0,3,7.925545249834012,13,0,2,0,1,0,0,3.3755131797778457,5.0
1167,18,1,0,1,13.87726684656789,15,1,2,1,1,0,0,2.4625231721856413,3.0
1168,17,1,1,0,9.786454949502428,9,0,4,0,1,0,0,2.701582071490521,4.0
1169,17,1,2,2,10.251524318484233,14,0,3,1,0,0,0,2.7401958495038814,4.0
1170,16,1,2,2,5.35548629208235,20,0,2,0,1,0,0,3.6786566991301153,5.0
1171,18,1,0,2,9.099015536839994,23,0,3,0,1,0,0,4.050025771876143,5.0
1172,15,0,0,2,9.415699940254145,25,0,2,1,0,0,1,4.1812133839269485,5.0
1173,17,1,0,1,14.132850434978678,14,1,3,0,0,0,0,2.6607754872464064,4.0
1174,18,1,0,2,18.81279998372228,9,0,2,0,1,0,0,2.3172237120366277,3.0
1175,18,1,0,1,6.586425549650086,20,1,1,1,0,0,0,3.456162528914378,5.0
1176,16,1,0,2,0.8440093716259689,27,0,3,1,0,0,0,4.803098895176378,5.0
1177,17,1,2,2,9.925902510012794,6,0,3,0,0,0,0,2.251389742551915,3.0
1178,17,0,3,1,10.889226642983372,25,1,2,1,0,1,0,3.8951062123000555,5.0
1179,15,1,0,1,3.368811022638305,2,0,2,1,0,0,0,2.446560188556062,3.0
1180,17,0,3,2,15.209292125521332,1,0,3,1,0,0,1,1.7257665411901213,2.0
1181,15,0,0,2,19.698582168829837,5,1,3,0,0,0,0,1.8139396219610857,2.0
1182,17,0,0,1,18.915494340169214,20,0,3,1,0,0,0,3.2778842497594107,5.0
1183,16,0,0,4,3.942120776473044,8,0,2,1,1,0,0,2.6619536424096264,4.0
1184,17,1,1,2,17.507264798015214,9,1,4,1,1,0,0,1.726001251565664,2.0
1185,15,0,3,4,14.089872728233694,3,0,3,0,0,0,0,2.006497608794721,3.0
1186,15,0,1,2,9.076931276138232,26,1,3,1,0,0,0,4.103602100976604,5.0
1187,16,1,0,2,10.812219886494582,2,0,3,0,0,0,0,2.0389447411964023,3.0
1188,17,1,1,3,16.99200349964916,8,0,1,1,0,0,0,2.3256489045479016,3.0
1189,17,1,0,2,9.602698792767464,23,0,0,1,1,0,0,3.7821268486666346,5.0
1190,16,0,2,2,7.464147382102537,21,1,3,0,0,0,0,3.63440888967049,5.0
1191,17,1,1,1,9.864949860519715,16,0,2,0,0,0,1,3.477725155314572,5.0
1192,17,1,0,2,11.582596080700982,13,1,3,0,0,0,0,2.7685976026294976,4.0
1193,15,0,1,1,3.781553075566977,9,0,2,1,0,0,0,2.864733645109906,4.0
1194,17,1,1,1,18.018154605339813,12,0,2,0,0,0,0,2.744301085036853,4.0
1195,17,1,0,0,13.483738976592276,11,1,1,1,0,1,0,2.248854212388295,3.0
1196,16,1,1,0,12.665378346749778,26,0,3,1,1,0,0,4.102365841383596,5.0
1197,16,1,0,4,1.9899245236127627,0,0,1,1,0,0,1,1.8826455652144989,2.0
1198,18,0,2,1,12.083478763451836,27,0,3,1,0,1,0,3.7124048687419906,5.0
1199,15,1,2,2,2.4192132447698467,21,0,2,0,0,0,0,4.428946901966974,5.0
1200,17,1,2,3,1.573953503907981,28,0,3,1,0,0,0,4.418644200505028,5.0
1201,17,0,1,2,10.546217912847863,18,0,1,0,0,1,0,3.3565375959260435,5.0
1202,18,1,1,1,8.055710680929899,18,0,1,0,0,0,0,3.7651559592179793,5.0
1203,17,0,0,2,11.776205403124465,5,0,3,0,1,0,1,2.031906380420235,3.0
1204,15,1,2,2,1.784443361144772,12,0,2,1,0,0,0,2.990701520277681,4.0
1205,18,0,0,2,8.619661256945168,18,0,1,1,0,0,0,3.853913965870408,5.0
1206,15,0,0,2,3.4957343009031594,12,1,4,0,0,0,0,2.8076368021447125,4.0
1207,18,0,0,4,19.74200171848233,26,1,1,1,0,0,0,4.05426912670005,5.0
1208,18,0,0,2,11.223004248703488,25,0,2,1,0,0,0,4.432749971509709,5.0
1209,16,1,1,1,13.748737218817348,21,0,1,0,0,0,0,4.029235652907171,5.0
1210,15,0,0,2,6.508365613652156,20,1,2,1,0,1,1,3.343939874499532,5.0
1211,17,1,2,0,1.894778295586883,3,0,2,0,0,1,0,2.1606867508439676,3.0
1212,17,0,0,3,19.517417255670733,23,0,1,0,0,1,1,4.810181940090974,5.0
1213,15,0,0,1,5.7251807076636645,1,0,3,1,0,0,0,1.7417053149771302,2.0
1214,17,0,1,1,8.476163703471485,14,1,2,0,0,0,0,3.0799441473411044,5.0
1215,17,1,0,3,12.9972784340515,11,0,3,0,0,0,0,2.9782285056306215,4.0
1216,15,0,0,2,0.4939459537222257,29,1,1,1,0,0,0,4.87406692537505,5.0
1217,18,1,2,1,16.205182610345737,26,1,2,1,0,0,0,3.7129865876097714,5.0
1218,15,1,0,2,10.731563800572406,6,0,0,1,0,1,0,2.408573296770687,3.0
1219,18,1,2,3,5.564343741376443,19,1,3,0,0,0,0,3.5366203514644,5.0
1220,17,1,0,1,1.232159705849385,17,0,3,0,0,0,0,3.5344506135661877,5.0
1221,17,1,0,3,3.2499683094888288,22,0,3,1,1,0,1,3.289533162290465,5.0
1222,17,1,2,0,17.900677177068737,12,0,2,0,1,0,1,2.711494314747769,4.0
1223,16,1,0,2,13.72048447871782,16,0,3,0,0,1,0,3.0390311513467676,5.0
1224,18,1,0,3,4.998034432737796,3,0,3,0,0,0,0,2.3783766737226593,3.0
1225,16,1,0,1,1.3120152989005909,24,0,0,1,0,0,0,4.231683614016332,5.0
1226,16,0,0,2,13.812306247732726,13,0,1,0,0,1,0,3.1935936545941894,5.0
1227,15,0,2,1,11.448154519355302,19,0,2,0,0,0,0,4.11813364692223,5.0
1228,16,0,0,2,8.090390489164701,27,0,3,0,1,0,0,4.182931779343653,5.0
1229,15,0,2,2,7.272228983801277,12,1,0,0,0,0,0,3.553867472298031,5.0
1230,15,0,2,2,4.336285518582166,2,0,3,0,1,0,0,1.6609056377996878,2.0
1231,16,1,0,1,13.392225130750353,25,0,2,0,0,0,0,4.1803745220525546,5.0
1232,18,1,3,1,19.41336055587741,25,0,2,0,0,0,0,4.323182026888718,5.0
1233,18,1,0,0,3.514304916736517,17,0,1,0,1,0,1,3.6104551255350277,5.0
1234,18,1,3,1,11.942332400310068,13,0,2,0,1,0,1,3.0084915859748227,5.0
1235,18,1,0,2,8.483701114919524,14,0,0,0,1,0,0,3.3601324495853877,5.0
1236,18,1,1,3,8.933774434893298,2,0,0,0,1,0,0,2.488256979394579,3.0
1237,16,1,0,2,5.082945602556288,0,0,3,0,0,1,0,2.0160800504135015,3.0
1238,16,0,0,2,16.50269751322838,25,1,2,0,0,1,0,3.74134514556795,5.0
1239,17,0,1,4,9.705112082944822,23,1,2,0,0,0,0,3.5820700726272445,5.0
1240,18,0,2,2,10.86811704396528,16,0,1,1,0,1,0,3.402983427618233,5.0
1241,16,0,0,3,6.095218255946515,2,1,2,0,1,0,0,1.91130013181404,2.0
1242,17,1,0,2,3.636169313338995,13,0,0,1,1,0,0,3.3586585572212853,5.0
1243,18,1,2,1,1.7182077640564095,2,0,2,0,1,0,0,2.4131293437365717,3.0
1244,15,1,1,0,14.282382818498318,12,1,2,0,0,0,0,2.610967354787815,4.0
1245,17,0,3,2,3.924685633757112,14,0,2,1,0,0,0,3.1018535997187753,5.0
1246,16,1,2,1,13.801507083775954,17,0,4,0,1,0,0,2.8895120250182504,4.0
1247,15,1,3,1,7.807528920939077,13,0,2,0,0,0,0,3.2997264105950865,5.0
1248,15,1,2,2,8.315496019793029,20,0,2,1,0,0,0,3.9555000049122864,5.0
1249,15,0,0,2,9.383549921855431,25,0,2,0,1,0,0,3.805833866235524,5.0
1250,17,1,0,2,7.354170162550863,2,0,1,0,0,1,0,2.3508631718034496,3.0
1251,16,0,2,1,2.0123995444518017,18,0,3,0,1,0,0,3.76585861107227,5.0
1252,15,0,1,1,6.192636200056915,7,0,2,1,0,0,0,2.872591134087174,4.0
1253,18,0,0,2,13.274687213878767,3,1,1,1,0,0,0,2.086112350861868,3.0
1254,15,0,0,4,13.31568802937742,3,0,3,0,0,0,1,1.8806060868496228,2.0
1255,15,1,3,2,5.724486144799887,18,1,0,0,0,0,0,3.9636212616742688,5.0
1256,17,0,1,3,9.20205253115376,10,0,4,1,0,0,1,2.596715452976474,4.0
1257,17,0,0,2,3.8689445602387496,0,1,3,0,0,0,0,1.8434919360905546,2.0
1258,16,1,0,2,4.207441630596716,7,1,2,0,1,1,0,2.276528141259936,3.0
1259,18,1,0,1,0.4609417681321481,14,0,1,1,1,0,0,3.4690488536890918,5.0
1260,17,0,0,2,17.934930998154893,0,0,1,0,0,0,0,1.5314186508642722,2.0
1261,15,1,0,2,4.214133301498125,6,0,1,1,0,0,0,2.6979679556585947,4.0
1262,16,0,0,2,4.550677538729266,20,1,1,1,0,0,0,3.734322090800566,5.0
1263,15,0,2,2,5.592028652902636,19,0,2,1,1,0,1,3.520397772260968,5.0
1264,15,0,0,2,2.54816143390858,19,0,4,0,0,1,1,3.5549232808006206,5.0
1265,17,0,2,1,12.785257663627256,23,0,2,0,0,0,0,4.190566189631538,5.0
1266,16,1,2,2,1.5028590635517314,10,1,3,0,0,0,0,2.8497667300112184,4.0
1267,18,0,0,1,2.6840485265270053,26,0,3,0,0,0,0,4.440856284488156,5.0
1268,18,1,1,3,12.895134531801858,28,0,3,0,0,0,0,4.419211514822943,5.0
1269,17,1,0,1,6.793212409628855,13,0,0,0,1,1,1,3.397910804015326,5.0
1270,17,1,2,0,14.158956534023782,21,1,2,0,1,0,0,3.9972016364180627,5.0
1271,16,1,0,2,11.14849489340284,15,0,3,0,0,0,0,3.3369365468009398,5.0
1272,18,0,1,2,5.120423461230262,13,0,3,0,0,0,1,3.4684535402804304,5.0
1273,18,1,1,2,13.016559009786562,11,0,4,0,0,0,0,2.794157852969665,4.0
1274,18,0,0,1,2.325473605857613,16,0,3,0,0,0,1,3.8446614390343363,5.0
1275,15,1,0,2,10.728207661600608,13,1,1,0,0,0,0,2.846241660130601,4.0
1276,18,1,1,1,8.742962100900693,9,0,2,1,0,0,1,2.407213313682961,3.0
1277,15,0,2,3,5.357471656348816,23,0,0,1,1,0,0,4.087669492904445,5.0
1278,16,0,0,3,12.080099954790002,28,1,3,0,0,0,0,4.304369066540054,5.0
1279,15,0,1,2,17.42667184680565,13,1,2,0,0,0,0,2.860380108631015,4.0
1280,16,1,0,1,19.97809399526153,17,0,3,0,0,0,0,3.4495506691076687,5.0
1281,18,1,2,2,12.15525537486849,21,0,4,0,0,0,1,3.4524632996493962,5.0
1282,18,0,0,0,8.094117486583404,8,1,3,0,0,1,0,2.033451965705054,3.0
1283,16,0,2,2,4.5041420043240326,16,0,2,1,0,0,1,3.3663206289967764,5.0
1284,17,0,0,1,5.141921787902235,5,1,1,0,0,0,0,2.6674596804645936,4.0
1285,16,0,0,3,9.589099562995314,7,1,3,1,1,1,0,1.729737690595261,2.0
1286,17,1,0,0,7.345554025614184,25,0,1,0,0,0,0,4.653529407409723,5.0
1287,15,0,0,2,18.276290452498884,12,1,1,0,0,0,0,3.1050956636598928,5.0
1288,15,0,1,2,7.365909353114191,17,0,1,0,0,0,0,3.5432573989127305,5.0
1289,15,0,0,2,7.468891822908709,4,0,2,1,0,0,0,2.4462768487278104,3.0
1290,18,0,2,0,7.67069024867954,5,0,1,0,0,0,0,2.775802538787995,4.0
1291,15,1,0,4,16.732404207353163,20,1,4,0,1,1,0,3.1523995818915744,5.0
1292,17,0,0,2,13.015766416938035,18,0,4,1,0,0,0,3.150239292866517,5.0
1293,15,1,0,2,12.283377006377854,3,0,4,0,0,1,0,1.7312057844397848,2.0
1294,16,0,0,1,6.682860447677244,6,1,0,0,0,0,1,2.453483362753977,3.0
1295,16,0,0,2,16.35808353664879,3,0,4,0,0,0,0,1.8987707794958726,2.0
1296,18,1,0,2,0.7672772271140227,24,0,4,0,0,1,0,4.344045922037322,5.0
1297,16,0,0,0,17.415943446762263,10,1,4,0,1,0,0,1.911487694383323,2.0
1298,17,1,0,1,10.254997995878592,11,1,3,0,0,0,0,3.007440194518,5.0
1299,15,1,1,3,7.965004697268256,13,1,3,0,1,0,0,2.394752554452149,3.0
1300,18,0,1,1,9.943345614353714,12,1,1,0,0,0,0,3.2660275457665344,5.0
1301,15,1,0,1,13.348310610676622,28,0,3,1,0,0,0,3.88615121214088,5.0
1302,15,1,0,2,0.2553085303579472,9,0,0,1,0,0,0,3.350749748338196,5.0
